18073.0806885,6456.7253418,28644.0262451,21445.279541,1301.72961426
25005.6463623,6745.4206543,40716.7958984,23137.6990967,1849.06115723
17343.5810547,6688.9564209,28087.0274658,22149.2209473,1276.66601562
17946.2648926,6592.36865234,28254.9674072,21843.0662842,1283.98327637
27624.3883057,8470.49560547,41629.2587891,27341.0720215,1892.15881348
18554.9251709,6700.4675293,29717.1755371,22174.4226074,1350.68200684
14056.9526367,5868.21911621,23316.5249023,19634.2401123,1059.54406738
33240.416626,9326.87145996,49463.4265137,29808.3769531,2248.41552734
28058.7989502,8170.23608398,42352.8294678,26491.7479248,1925.22680664
33331.8225098,9660.9440918,49841.6209717,30658.7866211,2265.76965332
19639.7122803,6830.44030762,30865.4230957,22624.1773682,1402.73046875
13122.2003174,5700.85778809,22481.0192871,19200.9128418,1021.00097656
12455.9598389,5566.359375,21872.2924805,18845.8016357,993.485961914
24049.4935303,7966.23034668,37029.9066162,25936.9787598,1683.15576172
31645.3272705,9147.6505127,47175.4240723,29176.1231689,2144.46337891
17286.8182373,6188.66430664,27912.4313965,20506.3450928,1268.5760498
26647.8885498,9335.92822266,43468.5537109,31373.2276611,1975.37561035
14809.0854492,5906.47619629,25276.1241455,19887.9333496,1148.4543457
21818.4210205,7342.11047363,33812.8511963,24152.2843018,1536.77587891
14975.1942139,5860.73840332,24609.6098633,19555.4377441,1118.37365723
16065.5596924,6120.01989746,26172.1395264,20397.0655518,1189.41906738
26386.2943115,8315.86303711,39984.6628418,26915.1514893,1817.37634277
19596.5443115,6133.02783203,32949.7434082,21209.0216064,1496.77990723
16430.355957,6314.93676758,26607.3933105,21080.4812012,1209.04846191
30200.4060059,10275.8708496,48593.7648926,33841.0985107,2208.89880371
21743.4910889,7078.35314941,33874.6136475,23374.3536377,1539.58837891
14182.4591064,5546.31018066,23981.1280518,18698.0147705,1089.60131836
33037.5275879,9221.52563477,49127.8822021,29546.8143311,2233.16699219
22555.3900146,7403.37304688,34553.2374268,24259.1008301,1570.27526855
22220.2756348,7653.92407227,34712.4385986,25005.9569092,1577.5234375
15358.4747314,5576.55737305,26889.9300537,19517.3601074,1221.05603027
14958.4460449,6191.80834961,24469.78479,20652.0185547,1111.56030273
15447.8514404,6247.77648926,25120.5544434,20846.6856689,1141.39941406
16686.2375488,5992.24694824,28763.4960938,20755.2449951,1306.65966797
17162.1679688,5867.72241211,29562.475708,20436.5432129,1342.76989746
29091.7473145,10327.9829102,47389.7446289,34168.6973877,2154.05847168
36085.4873047,8941.78747559,51029.4384766,29076.1939697,2319.30151367
18892.8378906,7111.75561523,30075.4561768,23413.1816406,1366.64587402
25344.7471924,9273.6628418,41641.557373,31206.3768311,1892.34094238
23146.8977051,7867.25463867,35792.137207,25585.4049072,1626.74682617
25077.7559814,7668.72094727,38483.5124512,25111.7015381,1749.31237793
30361.4417725,9802.98034668,48122.9885254,32672.5638428,2187.07495117
21982.4403076,6784.96496582,34319.2518311,22487.3050537,1559.67382812
19249.8748779,6982.56384277,30635.1326904,23019.536499,1392.4107666
35040.0643311,10537.970459,54516.6580811,34844.0946045,2477.82592773
13096.8273926,5838.70947266,22194.4464111,19630.5477295,1008.12475586
20819.8729248,7486.57189941,32800.3140869,24511.9688721,1490.56323242
27061.0878906,8768.625,41362.1898193,28261.269043,1880.11352539
21043.4342041,5859.99267578,36188.1976318,20297.9888916,1642.63525391
13907.3071289,5777.32885742,24153.1817627,19509.9530029,1097.3182373
21609.6040039,6875.93212891,33561.0648193,22763.3687744,1525.31005859
38693.8377686,9450.42041016,56256.2307129,30305.010376,2557.01550293
16406.2572021,6328.34887695,26539.3231201,21113.5211182,1205.93994141
17278.4975586,6638.38574219,27709.7805176,21959.9532471,1259.07446289
16535.6945801,6324.93945312,26819.8118896,21021.0324707,1218.93127441
25627.25354,8372.99951172,39058.9224854,26996.5224609,1775.52490234
27888.5643311,7926.31433105,42719.9226074,26019.6022949,1941.88842773
29270.0695801,8623.08239746,43778.7249756,27929.6298828,1989.8692627
39839.6357422,8893.5501709,55802.9731445,28916.328125,2536.27404785
13940.8911133,6016.61096191,23147.8499756,20123.4211426,1051.37304688
25706.2254639,8126.68200684,39307.6220703,26488.1025391,1786.64221191
22093.2764893,7423.56323242,34615.5869141,24354.4437256,1573.40026855
38565.8294678,9305.87011719,55240.6560059,30166.5913086,2510.60119629
44420.3277588,9430.76672363,61487.8227539,30364.904541,2794.64318848
12318.4589844,5425.76049805,21783.9606934,18395.49646,989.334472656
14094.0473633,5924.11376953,23359.5379639,19862.1605225,1061.33178711
20941.0500488,7554.70263672,32727.4393311,24716.4411621,1487.3927002
5094.44494629,8872.00512695,18309.2342529,16173.3563232,816.388793945
5099.09082031,6749.09838867,13805.2490234,11897.9348145,612.571533203
4895.78967285,8288.65942383,17377.6590576,15100.8182373,769.358520508
15608.1636963,10253.2902832,32288.4368896,17194.300415,1450.00634766
4999.36791992,6764.3157959,13627.3370361,11914.1939697,605.15625
5094.33947754,6916.86193848,13971.3511963,12223.8857422,621.438476562
3254.38452148,4093.29248047,14405.0734863,17699.80896,642.511352539
26560.7512207,11490.8907471,42828.80896,17201.2877197,1928.27197266
5877.11401367,5152.15234375,13257.3432617,9130.14880371,585.577270508
4864.29248047,8525.52648926,17572.9407959,15508.7061768,781.670898438
11866.4654541,7838.56970215,22786.8719482,12831.4619141,1019.72558594
18918.5089111,9128.60473633,32385.4084473,14130.2207031,1454.57324219
6891.08496094,6765.31408691,16229.1420898,11756.5072021,722.800415039
