29007.5733643,7818.1895752,44179.5670166,25811.5936279,2007.89001465
59224.9199219,13828.8909912,95156.835083,47791.8776855,4322.89685059
23206.4650879,7646.54040527,36984.6516113,25144.4448242,1681.10168457
27135.7099609,7801.92248535,40854.7421875,25620.6223145,1856.70544434
48311.7050781,11428.3017578,70117.0847168,35936.022583,3187.05554199
27024.128418,7915.57666016,42224.994751,25998.1258545,1919.21655273
19241.0134277,6752.6015625,31196.3167725,22462.4249268,1417.71716309
57860.8986816,12468.4694824,83418.269043,39020.9147949,3791.81958008
46994.2705078,10372.338623,69155.0009766,33376.2069092,3143.5111084
50896.3063965,12237.9842529,74550.1668701,37879.3317871,3388.88256836
31258.3237305,8371.21618652,47106.1523438,27530.2703857,2140.94384766
17611.8659668,6526.11193848,29970.7008057,21983.633667,1361.43591309
16745.5351562,6603.41333008,30149.7012939,22521.9261475,1369.71948242
36576.5175781,9678.94897461,54933.5307617,31172.8149414,2496.95532227
51180.3098145,11659.0369873,74809.1291504,36627.8913574,3400.65979004
27878.8212891,7733.44763184,43741.9016113,25144.7646484,1988.09912109
46332.2536621,11765.4779053,71559.9375,39024.3519287,3252.25695801
22042.7200928,7291.27429199,37725.8782959,24520.512207,1714.34814453
33645.979126,8995.64025879,50555.3826904,29388.5651855,2297.80175781
22349.0612793,7156.78015137,35731.4078369,23646.1687012,1623.9029541
24123.2001953,7297.76220703,38258.5466309,24066.5633545,1738.80126953
45821.0889893,11140.7729492,66680.0596924,35168.6750488,3030.80334473
35159.1049805,8022.3770752,56340.0909424,27076.9230957,2559.99145508
24081.3760986,7517.06396484,37808.5876465,25014.5645752,1718.19165039
47860.2022705,13134.8638916,73943.6654053,42102.0506592,3361.16796875
35910.2259521,8832.35131836,53936.5561523,28896.9416504,2451.49645996
22441.8863525,6999.93286133,37579.6580811,23601.5692139,1707.71911621
60986.8132324,12456.7955322,87848.192627,39190.5270996,3993.17797852
35051.0529785,9032.00427246,51263.0307617,29180.4035645,2329.81237793
35317.0062256,9334.85742188,53540.569458,30196.7611084,2433.34716797
24111.7653809,6800.94140625,40275.1308594,23328.4697266,1829.47485352
19732.1173096,6912.31811523,31510.4378662,22992.3804932,1431.53552246
20680.2363281,7045.45556641,32767.3251953,23446.0330811,1488.97875977
22957.965332,6904.20239258,38431.1918945,23601.6434326,1746.09387207
28951.2838135,7328.7590332,47133.6461182,25116.604248,2141.45141602
44537.5614014,13139.7698975,69806.1135254,42426.0667725,3172.98010254
85706.7290039,14813.0317383,113685.090942,47638.1472168,5167.28662109
26304.734375,8197.26489258,40875.9176025,26739.722168,1857.57800293
42004.2524414,11416.3413086,65544.9221191,38016.2281494,2978.85266113
35130.815918,9575.12487793,52380.8918457,30581.2244873,2380.7791748
42995.9674072,9654.42053223,63566.3536377,31470.0351562,2889.44299316
55475.5053711,12955.9104004,82659.2698975,42050.6942139,3756.93273926
37995.2324219,8956.75891113,57522.7276611,29229.8730469,2614.37963867
26487.6782227,8092.17248535,41276.2016602,26516.8796387,1876.09741211
68297.847168,15152.8204346,100087.171143,48711.5979004,4549.2154541
16379.0404053,6482.08312988,27773.1174316,21905.74646,1261.68518066
31009.0924072,8914.67883301,47332.9160156,29099.157959,2151.13146973
43688.8145752,11093.6477051,64426.0113525,35112.5356445,2928.4765625
48885.484375,11647.895874,88018.9061279,41579.1530762,3998.55090332
20082.2322998,7092.37731934,35428.8233643,24016.3878174,1609.84997559
41356.5032959,9202.62329102,61444.2225342,30298.4256592,2792.72717285
76709.5970459,13879.4001465,107255.823608,43354.8582764,4875.18469238
23832.7076416,7397.03100586,37499.4748535,24591.7177734,1704.13793945
23705.3739014,7679.20776367,37087.9204102,25169.7357178,1685.35131836
23489.4606934,7370.24633789,37080.3492432,24238.9880371,1685.31884766
34320.2611084,9755.53564453,51638.6640625,31102.0692139,2347.3326416
51607.3874512,10626.5020752,76387.800293,34536.1514893,3472.24853516
51024.916748,11510.791626,73663.6170654,36717.9470215,3348.27563477
97627.9172363,14887.322876,130157.180298,47648.6276855,5916.01416016
17623.7861328,6698.68493652,28845.3494873,22307.730835,1310.34558105
42477.5769043,10448.6502686,62494.2408447,33612.7017822,2840.57617188
33009.0603027,8932.14294434,50162.4869385,29097.0549316,2280.07995605
72527.3330078,14462.1047363,99577.2835693,45872.9162598,4525.90148926
88652.7822266,14873.2553711,118253.439209,46511.6503906,5374.89929199
16991.2540283,6473.734375,30828.2116699,22067.5089111,1400.42480469
19339.5235596,6783.81298828,31433.5686035,22796.3162842,1428.3359375
29380.6409912,8842.64343262,44501.838501,28644.4223633,2022.59533691
6100.36682129,9370.09509277,20321.5546875,16966.6303711,907.766113281
7416.28723145,7567.49108887,17656.1396484,12987.1245117,787.526977539
6623.18908691,9352.37084961,20911.4429932,16712.9309082,929.679931641
32033.3326416,14488.510376,56339.8657227,21932.1606445,2543.07653809
6536.59155273,7352.77478027,16163.5893555,12681.6384277,720.30090332
6930.76074219,7461.5958252,17034.8657227,12952.7772217,760.626586914
7688.80334473,7678.88806152,27478.9228516,31571.5048828,1234.25317383
82465.0004883,26326.6625977,121204.440796,35328.3947754,5490.14648438
10749.7213135,7052.70349121,21161.8231201,11612.7080078,943.505004883
5789.60668945,9000.5435791,19383.4553223,16234.2258301,863.91784668
26292.2874756,12593.434082,44567.8930664,18580.3817139,2009.32043457
46807.222168,16287.9741211,71026.8687744,21766.9995117,3211.00317383
14861.7371826,8837.98742676,29062.4013672,14397.3413086,1305.62695312
8662.39306641,9332.35217285,23204.9298096,16281.2346191,1032.92004395
5928.32751465,6937.22387695,23411.1981201,28562.9145508,1050.5690918
25459.5505371,9400.77514648,42526.5883789,31396.6885986,1931.10803223
